UAN,Age,State_Origin,State_Current,Occupation_Sector,Daily_Wage,Skill_Level,Scheme_Enrolled,Registration_Date
MOCK-UAN-7860-6762,21,Uttar Pradesh,Uttar Pradesh,Gig Worker,544,Semi-skilled,PM-Kisan,2025-03-16
MOCK-UAN-7765-7812,52,Andhra Pradesh,Karnataka,Gig Worker,372,Unskilled,Ayushman Bharat,2025-02-24
MOCK-UAN-2606-8266,46,Gujarat,Karnataka,Manufacturing,400,Semi-skilled,PM-SYM,2025-03-30
MOCK-UAN-7213-2010,54,Uttar Pradesh,Karnataka,Domestic Worker,937,Highly-skilled,PM-Kisan,2026-05-03
MOCK-UAN-6700-1801,21,Uttar Pradesh,Uttar Pradesh,Manufacturing,926,Highly-skilled,eShram,2025-06-20
MOCK-UAN-8971-7667,25,Gujarat,Gujarat,Gig Worker,1060,Highly-skilled,PM-Kisan,2026-06-04
MOCK-UAN-2257-3307,52,Bihar,West Bengal,Construction,861,Highly-skilled,None,2026-07-20
MOCK-UAN-2894-6721,43,Tamil Nadu,Karnataka,Domestic Worker,353,Unskilled,eShram,2025-03-09
MOCK-UAN-4740-5578,48,Bihar,Bihar,Agriculture,425,Unskilled,PM-SYM,2026-07-21
MOCK-UAN-4970-2305,61,Karnataka,Jharkhand,Manufacturing,277,Unskilled,PM-SYM,2026-03-02
MOCK-UAN-8797-5520,25,Karnataka,Odisha,Manufacturing,394,Unskilled,PM-SYM,2025-06-07
MOCK-UAN-7708-6890,53,Andhra Pradesh,Gujarat,Manufacturing,8,Skilled,Ayushman Bharat,2025-08-06
MOCK-UAN-7215-8160,45,Gujarat,Bihar,Agriculture,531,Skilled,None,2024-09-30
MOCK-UAN-2142-1845,47,Odisha,Uttar Pradesh,Agriculture,284,Unskilled,None,2025-06-14
MOCK-UAN-4428-9560,53,Bihar,Bihar,Construction,702,Skilled,PM-SYM,2024-09-27
MOCK-UAN-7545-4363,61,Odisha,Uttar Pradesh,Agriculture,408,Semi-skilled,eShram,2026-05-27
MOCK-UAN-9573-5238,23,Tamil Nadu,Karnataka,Manufacturing,269,Unskilled,None,2025-09-21
MOCK-UAN-4079-2393,60,Maharashtra,Tamil Nadu,Gig Worker,1029,Highly-skilled,eShram,2025-01-01
MOCK-UAN-9068-7218,34,Andhra Pradesh,Uttar Pradesh,Gig Worker,1000,Highly-skilled,eShram,2025-12-10
MOCK-UAN-7130-2084,36,Jharkhand,Tamil Nadu,Agriculture,629,Skilled,None,2025-06-12
MOCK-UAN-6729-3412,20,West Bengal,Andhra Pradesh,Manufacturing,911,Highly-skilled,None,2026-04-26
MOCK-UAN-3201-2188,46,Andhra Pradesh,Bihar,Construction,673,Skilled,None,2026-09-05
MOCK-UAN-6662-8377,53,Gujarat,Odisha,Construction,328,Unskilled,None,2025-05-17
MOCK-UAN-1613-3804,18,Odisha,Odisha,Gig Worker,1011,Highly-skilled,PM-Kisan,2026-08-02
MOCK-UAN-1819-5201,35,Andhra Pradesh,Andhra Pradesh,Domestic Worker,853,Highly-skilled,Ayushman Bharat,2025-12-20
MOCK-UAN-2021-8102,25,West Bengal,Gujarat,Domestic Worker,964,Highly-skilled,eShram,2024-11-02
MOCK-UAN-8409-9423,50,Bihar,Bihar,Agriculture,268,Unskilled,Ayushman Bharat,2024-11-20
MOCK-UAN-9829-9984,29,Gujarat,Gujarat,Gig Worker,756,Skilled,None,2025-09-17
MOCK-UAN-7934-1586,46,West Bengal,West Bengal,Gig Worker,688,Skilled,Ayushman Bharat,2026-03-11
MOCK-UAN-5196-9694,48,Maharashtra,Gujarat,Manufacturing,310,Unskilled,None,2026-06-07
MOCK-UAN-6591-8453,39,Maharashtra,Maharashtra,Agriculture,875,Highly-skilled,eShram,2025-04-01
MOCK-UAN-9989-4055,41,West Bengal,Jharkhand,Domestic Worker,399,Semi-skilled,Ayushman Bharat,2024-12-13
MOCK-UAN-3749-9767,23,Gujarat,Jharkhand,Manufacturing,6723,Highly-skilled,None,2026-04-03
MOCK-UAN-3195-9302,32,Uttar Pradesh,Jharkhand,Construction,897,Highly-skilled,eShram,2024-11-22
MOCK-UAN-9340-4560,62,Karnataka,Karnataka,Domestic Worker,283,Unskilled,Ayushman Bharat,2025-04-15
MOCK-UAN-9741-6241,22,Odisha,Odisha,Agriculture,460,Semi-skilled,PM-Kisan,2025-07-13
MOCK-UAN-5724-1998,42,Uttar Pradesh,Uttar Pradesh,Domestic Worker,950,Highly-skilled,None,2025-12-05
MOCK-UAN-8700-1956,31,Jharkhand,Jharkhand,Domestic Worker,577,Skilled,PM-Kisan,2025-01-10
MOCK-UAN-1241-1311,18,Bihar,Bihar,Domestic Worker,855,Highly-skilled,PM-Kisan,2025-04-15
MOCK-UAN-5386-2360,18,West Bengal,Jharkhand,Construction,2500,Highly-skilled,None,2025-08-12
MOCK-UAN-6174-3757,32,Gujarat,Karnataka,Agriculture,474,Semi-skilled,None,2026-09-01
MOCK-UAN-2208-6190,47,West Bengal,Maharashtra,Manufacturing,369,Unskilled,eShram,2026-03-10
MOCK-UAN-7404-3192,65,Bihar,Odisha,Gig Worker,613,Semi-skilled,PM-SYM,2025-06-17
MOCK-UAN-8367-6107,47,Gujarat,Gujarat,Gig Worker,585,Semi-skilled,Ayushman Bharat,2026-05-10
MOCK-UAN-1500-3218,40,Jharkhand,Jharkhand,Gig Worker,431,Unskilled,eShram,2026-05-07
MOCK-UAN-1571-1021,27,Tamil Nadu,Tamil Nadu,Agriculture,534,Semi-skilled,eShram,2025-07-27
MOCK-UAN-5671-8250,60,Bihar,Tamil Nadu,Domestic Worker,916,Highly-skilled,None,2026-03-21
MOCK-UAN-3892-8088,50,Tamil Nadu,Gujarat,Construction,682,Skilled,eShram,2026-02-28
MOCK-UAN-1159-5909,36,Maharashtra,Maharashtra,Agriculture,433,Semi-skilled,Ayushman Bharat,2025-11-17
MOCK-UAN-6895-3603,28,Andhra Pradesh,Tamil Nadu,Domestic Worker,231,Unskilled,Ayushman Bharat,2025-05-27
MOCK-UAN-5042-2678,59,West Bengal,Maharashtra,Manufacturing,415,Semi-skilled,None,2025-05-18
MOCK-UAN-4104-9820,58,Tamil Nadu,Tamil Nadu,Construction,649,Skilled,PM-Kisan,2025-09-08
MOCK-UAN-6470-8814,43,Karnataka,Jharkhand,Agriculture,603,Skilled,PM-SYM,2025-04-06
MOCK-UAN-1790-6203,64,Uttar Pradesh,Andhra Pradesh,Gig Worker,1096,Highly-skilled,eShram,2024-12-31
MOCK-UAN-9539-8182,53,Uttar Pradesh,Gujarat,Construction,4,Skilled,None,2026-04-09
MOCK-UAN-3263-7406,64,Andhra Pradesh,Andhra Pradesh,Manufacturing,658,Skilled,PM-Kisan,2025-08-20
MOCK-UAN-9353-7154,47,Tamil Nadu,Jharkhand,Gig Worker,528,Semi-skilled,PM-Kisan,2025-03-08
MOCK-UAN-4025-1342,62,West Bengal,Jharkhand,Manufacturing,584,Skilled,Ayushman Bharat,2025-01-31
MOCK-UAN-4649-6085,29,Tamil Nadu,Jharkhand,Gig Worker,933,Highly-skilled,Ayushman Bharat,2024-12-29
MOCK-UAN-2389-2714,29,Bihar,Gujarat,Construction,312,Unskilled,None,2026-01-13
MOCK-UAN-5284-9125,45,Jharkhand,Jharkhand,Gig Worker,426,Unskilled,eShram,2024-12-21
MOCK-UAN-6007-3114,33,West Bengal,West Bengal,Gig Worker,700,Skilled,None,2025-08-20
MOCK-UAN-4374-8629,-1,Andhra Pradesh,West Bengal,Domestic Worker,347,Unskilled,None,2026-06-26
MOCK-UAN-3312-3690,46,Tamil Nadu,Odisha,Domestic Worker,609,Skilled,Ayushman Bharat,2025-02-15
MOCK-UAN-4579-1879,34,Tamil Nadu,Tamil Nadu,Construction,632,Skilled,eShram,2025-07-18
MOCK-UAN-8139-4423,48,Bihar,Karnataka,Agriculture,407,Unskilled,eShram,2025-06-04
MOCK-UAN-6982-7366,52,West Bengal,West Bengal,Construction,345,Unskilled,PM-SYM,2025-01-02
MOCK-UAN-2267-8368,35,Jharkhand,Tamil Nadu,Construction,408,Unskilled,PM-SYM,2025-12-21
MOCK-UAN-4405-5159,59,Gujarat,Maharashtra,Domestic Worker,279,Unskilled,PM-Kisan,2026-05-04
MOCK-UAN-9556-8838,23,West Bengal,Gujarat,Gig Worker,435,Unskilled,eShram,2026-09-12
MOCK-UAN-3504-2741,54,Andhra Pradesh,Maharashtra,Domestic Worker,946,Highly-skilled,PM-SYM,2026-01-20
MOCK-UAN-2314-9389,38,Gujarat,West Bengal,Construction,660,Skilled,PM-Kisan,2026-06-29
MOCK-UAN-9589-2094,-4,Maharashtra,Bihar,Construction,832,Highly-skilled,eShram,2026-08-06
MOCK-UAN-6841-9424,30,Bihar,Bihar,Construction,950,Highly-skilled,eShram,2026-05-25
MOCK-UAN-5903-1593,34,Odisha,Odisha,Gig Worker,1061,Highly-skilled,Ayushman Bharat,2024-10-08
MOCK-UAN-9207-3579,57,Andhra Pradesh,Jharkhand,Domestic Worker,926,Highly-skilled,PM-SYM,2026-05-13
MOCK-UAN-7324-8102,39,Andhra Pradesh,Andhra Pradesh,Agriculture,10,Highly-skilled,eShram,2025-05-31
MOCK-UAN-6506-6515,30,West Bengal,West Bengal,Construction,263,Unskilled,PM-Kisan,2024-10-22
MOCK-UAN-9309-6941,43,Tamil Nadu,Bihar,Gig Worker,963,Highly-skilled,PM-Kisan,2026-01-24
MOCK-UAN-9022-6310,34,Tamil Nadu,Bihar,Agriculture,470,Semi-skilled,PM-SYM,2025-05-20
MOCK-UAN-3550-8949,35,Gujarat,Gujarat,Manufacturing,470,Semi-skilled,PM-SYM,2025-11-08
MOCK-UAN-8794-9745,38,Tamil Nadu,West Bengal,Manufacturing,360,Unskilled,Ayushman Bharat,2026-02-13
MOCK-UAN-2889-8421,-4,Maharashtra,Maharashtra,Construction,492,Semi-skilled,PM-Kisan,2025-10-19
MOCK-UAN-9443-3071,16,West Bengal,Tamil Nadu,Domestic Worker,2500,Highly-skilled,None,2025-06-18
MOCK-UAN-6476-8009,-4,Bihar,Bihar,Domestic Worker,900,Highly-skilled,PM-SYM,2026-06-18
MOCK-UAN-8748-9668,50,Jharkhand,Gujarat,Construction,900,Highly-skilled,PM-SYM,2026-04-20
MOCK-UAN-7363-1994,39,Andhra Pradesh,Gujarat,Domestic Worker,187,Unskilled,Ayushman Bharat,2026-07-25
MOCK-UAN-2704-3547,29,Tamil Nadu,West Bengal,Agriculture,471,Semi-skilled,PM-Kisan,2024-10-27
MOCK-UAN-2895-6898,52,West Bengal,Andhra Pradesh,Gig Worker,408,Unskilled,PM-SYM,2026-04-20
MOCK-UAN-8617-3791,55,Maharashtra,Maharashtra,Gig Worker,669,Skilled,PM-Kisan,2025-07-18
MOCK-UAN-1525-5787,19,Odisha,Maharashtra,Manufacturing,369,Semi-skilled,eShram,2026-06-06
MOCK-UAN-9775-8238,29,Maharashtra,Gujarat,Manufacturing,631,Skilled,None,2025-11-18
MOCK-UAN-9690-7949,65,Jharkhand,Karnataka,Gig Worker,986,Highly-skilled,PM-Kisan,2025-08-25
MOCK-UAN-1197-1196,59,Uttar Pradesh,Bihar,Manufacturing,627,Skilled,PM-Kisan,2026-08-02
MOCK-UAN-2024-7811,40,Bihar,Uttar Pradesh,Domestic Worker,543,Semi-skilled,PM-SYM,2026-04-15
MOCK-UAN-4709-1788,60,West Bengal,Maharashtra,Domestic Worker,792,Highly-skilled,None,2025-12-11
MOCK-UAN-5913-4061,40,Bihar,Gujarat,Gig Worker,365,Unskilled,eShram,2024-10-12
MOCK-UAN-6977-7898,57,Uttar Pradesh,Uttar Pradesh,Domestic Worker,889,Highly-skilled,Ayushman Bharat,2026-07-03
MOCK-UAN-6119-6302,24,West Bengal,Gujarat,Agriculture,372,Unskilled,Ayushman Bharat,2026-02-22
MOCK-UAN-5650-4907,36,Tamil Nadu,Andhra Pradesh,Gig Worker,318,Unskilled,eShram,2025-07-12
MOCK-UAN-3491-1902,29,Uttar Pradesh,Maharashtra,Domestic Worker,546,Semi-skilled,eShram,2025-06-07
MOCK-UAN-6299-4802,59,Odisha,Bihar,Manufacturing,456,Semi-skilled,None,2024-11-29
MOCK-UAN-6000-6917,51,Karnataka,Karnataka,Domestic Worker,895,Highly-skilled,eShram,2026-04-07
MOCK-UAN-5442-4193,31,Bihar,Bihar,Manufacturing,590,Skilled,None,2026-03-17
MOCK-UAN-2107-1929,39,Maharashtra,Maharashtra,Construction,928,Highly-skilled,Ayushman Bharat,2026-06-18
MOCK-UAN-9749-1614,57,Andhra Pradesh,Bihar,Agriculture,502,Semi-skilled,eShram,2024-12-23
MOCK-UAN-9199-8785,18,Uttar Pradesh,Odisha,Construction,596,Skilled,PM-Kisan,2025-05-28
MOCK-UAN-7190-9265,50,Maharashtra,Bihar,Manufacturing,317,Unskilled,None,2025-06-26
MOCK-UAN-2333-5033,39,Karnataka,Karnataka,Gig Worker,380,Unskilled,PM-SYM,2026-04-19
MOCK-UAN-3787-2962,50,Maharashtra,Maharashtra,Construction,911,Highly-skilled,PM-SYM,2026-02-17
MOCK-UAN-5921-6890,33,Tamil Nadu,West Bengal,Domestic Worker,1029,Highly-skilled,eShram,2026-02-28
MOCK-UAN-9772-5683,47,Karnataka,Karnataka,Manufacturing,920,Highly-skilled,PM-Kisan,2025-09-03
MOCK-UAN-4557-6252,40,West Bengal,Andhra Pradesh,Agriculture,480,Semi-skilled,eShram,2025-02-28
MOCK-UAN-9120-6692,56,Karnataka,Karnataka,Domestic Worker,956,Highly-skilled,None,2026-05-23
MOCK-UAN-1707-6012,29,Jharkhand,Jharkhand,Gig Worker,628,Skilled,Ayushman Bharat,2025-08-23
MOCK-UAN-1888-3807,63,Maharashtra,Maharashtra,Manufacturing,387,Unskilled,eShram,2025-06-04
MOCK-UAN-9323-8912,54,West Bengal,Tamil Nadu,Domestic Worker,324,Semi-skilled,PM-Kisan,2026-08-31
MOCK-UAN-7392-8119,49,Bihar,Jharkhand,Manufacturing,861,Highly-skilled,PM-Kisan,2026-08-30
MOCK-UAN-2452-6967,59,Odisha,Tamil Nadu,Construction,327,Unskilled,PM-SYM,2025-06-05
MOCK-UAN-6901-4025,45,Uttar Pradesh,Bihar,Manufacturing,629,Skilled,PM-Kisan,2026-06-16
MOCK-UAN-7003-6868,27,Bihar,Karnataka,Gig Worker,410,Unskilled,PM-Kisan,2026-02-06
MOCK-UAN-2672-8280,48,Gujarat,Gujarat,Manufacturing,591,Skilled,PM-SYM,2024-11-07
MOCK-UAN-1505-4426,28,Jharkhand,Odisha,Agriculture,899,Highly-skilled,eShram,2026-09-15
MOCK-UAN-9425-6242,59,Odisha,Jharkhand,Construction,601,Skilled,None,2026-03-12
MOCK-UAN-1832-5998,51,Gujarat,Uttar Pradesh,Domestic Worker,825,Highly-skilled,Ayushman Bharat,2024-10-09
MOCK-UAN-5763-3152,62,Bihar,Maharashtra,Construction,986,Highly-skilled,None,2025-10-14
MOCK-UAN-8211-9039,23,Karnataka,Maharashtra,Construction,384,Unskilled,None,2025-01-16
MOCK-UAN-9152-9789,59,Odisha,Odisha,Agriculture,679,Skilled,Ayushman Bharat,2024-12-13
MOCK-UAN-8890-1596,32,Andhra Pradesh,Odisha,Manufacturing,410,Semi-skilled,eShram,2025-06-25
MOCK-UAN-5137-4331,63,Andhra Pradesh,Jharkhand,Gig Worker,734,Skilled,PM-Kisan,2026-01-16
MOCK-UAN-3956-3140,49,Uttar Pradesh,Uttar Pradesh,Domestic Worker,435,Semi-skilled,Ayushman Bharat,2025-02-10
MOCK-UAN-2919-5755,32,Odisha,Uttar Pradesh,Construction,409,Unskilled,PM-SYM,2025-07-24
MOCK-UAN-9528-1165,46,Uttar Pradesh,Odisha,Construction,401,Unskilled,PM-Kisan,2025-03-17
MOCK-UAN-7926-4806,46,West Bengal,Odisha,Gig Worker,710,Skilled,PM-SYM,2026-06-27
MOCK-UAN-5885-3244,35,Bihar,Maharashtra,Domestic Worker,283,Unskilled,Ayushman Bharat,2025-03-26
MOCK-UAN-1125-1990,35,Andhra Pradesh,Odisha,Domestic Worker,948,Highly-skilled,PM-Kisan,2026-08-20
MOCK-UAN-9281-6050,46,Tamil Nadu,Bihar,Domestic Worker,932,Highly-skilled,Ayushman Bharat,2026-04-25
MOCK-UAN-6345-5459,59,Uttar Pradesh,Karnataka,Construction,315,Unskilled,Ayushman Bharat,2025-05-18
MOCK-UAN-7548-9094,22,Jharkhand,Karnataka,Domestic Worker,383,Semi-skilled,Ayushman Bharat,2026-01-04
MOCK-UAN-8181-4449,58,Uttar Pradesh,West Bengal,Construction,485,Semi-skilled,Ayushman Bharat,2025-09-12
MOCK-UAN-4473-1117,46,Bihar,Maharashtra,Agriculture,525,Semi-skilled,PM-Kisan,2025-10-19
MOCK-UAN-4585-8334,32,Maharashtra,Maharashtra,Construction,1007,Highly-skilled,eShram,2026-05-24
MOCK-UAN-7226-6968,46,West Bengal,Gujarat,Manufacturing,394,Semi-skilled,None,2024-12-29
MOCK-UAN-3221-5612,21,Bihar,Maharashtra,Manufacturing,541,Skilled,eShram,2025-12-15
MOCK-UAN-4705-8360,52,Tamil Nadu,West Bengal,Agriculture,513,Semi-skilled,eShram,2025-05-22
MOCK-UAN-5292-4023,20,West Bengal,Tamil Nadu,Construction,293,Unskilled,PM-Kisan,2025-05-07
MOCK-UAN-8048-7066,62,Odisha,Odisha,Agriculture,475,Semi-skilled,eShram,2026-02-05
MOCK-UAN-4334-6255,45,West Bengal,Bihar,Agriculture,419,Semi-skilled,eShram,2026-01-22
MOCK-UAN-5517-9241,39,Tamil Nadu,Bihar,Gig Worker,780,Skilled,eShram,2026-09-10
MOCK-UAN-7236-2207,22,Maharashtra,Odisha,Domestic Worker,561,Skilled,Ayushman Bharat,2026-02-02
MOCK-UAN-6245-1408,16,Odisha,Tamil Nadu,Domestic Worker,2500,Highly-skilled,PM-SYM,2026-06-11
MOCK-UAN-1475-6931,28,West Bengal,Odisha,Domestic Worker,459,Semi-skilled,PM-SYM,2026-05-19
MOCK-UAN-2148-1657,50,Karnataka,Karnataka,Manufacturing,312,Unskilled,PM-Kisan,2026-02-08
MOCK-UAN-7674-4987,35,Karnataka,Karnataka,Gig Worker,901,Highly-skilled,eShram,2026-04-02
MOCK-UAN-1601-4443,20,Gujarat,Odisha,Manufacturing,189,Unskilled,None,2026-05-25
MOCK-UAN-5458-3525,62,Bihar,Maharashtra,Manufacturing,888,Highly-skilled,PM-SYM,2024-11-12
MOCK-UAN-1427-2300,63,West Bengal,West Bengal,Gig Worker,712,Skilled,Ayushman Bharat,2026-06-22
MOCK-UAN-9942-4530,21,West Bengal,Maharashtra,Gig Worker,643,Skilled,None,2025-04-09
MOCK-UAN-1175-1555,62,Bihar,Bihar,Agriculture,395,Semi-skilled,Ayushman Bharat,2025-05-08
MOCK-UAN-9997-4285,32,Maharashtra,Andhra Pradesh,Manufacturing,928,Highly-skilled,eShram,2025-05-01
MOCK-UAN-6595-3240,37,Uttar Pradesh,Tamil Nadu,Manufacturing,928,Highly-skilled,PM-SYM,2025-05-24
MOCK-UAN-9114-9783,44,West Bengal,Karnataka,Domestic Worker,293,Unskilled,PM-SYM,2025-12-03
MOCK-UAN-1812-3056,37,West Bengal,Odisha,Domestic Worker,939,Highly-skilled,None,2025-06-16
MOCK-UAN-7554-4527,21,Karnataka,Odisha,Manufacturing,391,Semi-skilled,None,2025-09-13
MOCK-UAN-4548-2744,53,Jharkhand,Jharkhand,Domestic Worker,282,Unskilled,eShram,2024-11-30
MOCK-UAN-5089-7214,21,Karnataka,West Bengal,Agriculture,982,Highly-skilled,eShram,2025-02-24
MOCK-UAN-3690-3217,38,Uttar Pradesh,Maharashtra,Domestic Worker,903,Highly-skilled,eShram,2026-08-02
MOCK-UAN-3227-7213,44,Odisha,Karnataka,Manufacturing,906,Highly-skilled,eShram,2025-04-11
MOCK-UAN-5237-5426,55,Gujarat,Uttar Pradesh,Domestic Worker,715,Skilled,None,2025-01-02
MOCK-UAN-7584-9146,41,Gujarat,Uttar Pradesh,Domestic Worker,530,Skilled,None,2025-07-25
MOCK-UAN-5095-1318,56,West Bengal,Andhra Pradesh,Domestic Worker,339,Unskilled,Ayushman Bharat,2025-06-10
MOCK-UAN-1966-4297,31,Tamil Nadu,Tamil Nadu,Gig Worker,1083,Highly-skilled,Ayushman Bharat,2026-08-10
MOCK-UAN-9726-6778,62,Odisha,Tamil Nadu,Construction,633,Skilled,PM-Kisan,2025-09-25
MOCK-UAN-3603-2642,16,Andhra Pradesh,Andhra Pradesh,Agriculture,2500,Highly-skilled,PM-SYM,2025-04-14
MOCK-UAN-8548-8506,53,Bihar,Karnataka,Manufacturing,400,Semi-skilled,PM-SYM,2025-07-23
MOCK-UAN-3554-5338,49,Odisha,Gujarat,Construction,615,Skilled,PM-SYM,2026-05-11
MOCK-UAN-2034-6164,46,Jharkhand,Jharkhand,Gig Worker,719,Skilled,PM-SYM,2026-06-14
MOCK-UAN-6744-4517,42,Jharkhand,Karnataka,Gig Worker,739,Skilled,None,2026-05-05
MOCK-UAN-6662-7773,61,Gujarat,Odisha,Construction,406,Unskilled,PM-SYM,2026-05-18
MOCK-UAN-3056-2718,24,Karnataka,Maharashtra,Domestic Worker,978,Highly-skilled,PM-SYM,2025-10-25
MOCK-UAN-3282-5326,47,Tamil Nadu,Bihar,Gig Worker,996,Highly-skilled,eShram,2025-09-12
MOCK-UAN-9945-8800,24,Maharashtra,Jharkhand,Domestic Worker,959,Highly-skilled,Ayushman Bharat,2025-05-29
MOCK-UAN-9457-1435,19,Tamil Nadu,Uttar Pradesh,Construction,482,Semi-skilled,PM-Kisan,2025-07-18
MOCK-UAN-1641-6362,20,Uttar Pradesh,Maharashtra,Domestic Worker,345,Unskilled,None,2025-03-28
MOCK-UAN-1730-1359,53,Gujarat,Gujarat,Manufacturing,910,Highly-skilled,PM-Kisan,2026-01-31
MOCK-UAN-5576-2585,38,Karnataka,Jharkhand,Domestic Worker,622,Skilled,eShram,2025-05-21
MOCK-UAN-9799-3392,54,Jharkhand,Jharkhand,Gig Worker,421,Unskilled,None,2025-05-28
MOCK-UAN-4925-8344,20,Karnataka,Odisha,Agriculture,819,Highly-skilled,None,2025-08-20
MOCK-UAN-1058-1923,63,Odisha,Maharashtra,Manufacturing,543,Skilled,None,2026-06-17
MOCK-UAN-7125-7032,-1,Bihar,Gujarat,Construction,655,Skilled,eShram,2025-07-17
MOCK-UAN-9837-5763,43,Gujarat,Gujarat,Construction,265,Unskilled,None,2026-04-02
MOCK-UAN-4005-5604,50,Jharkhand,Jharkhand,Domestic Worker,341,Unskilled,eShram,2026-08-21
MOCK-UAN-1723-3103,63,Karnataka,Tamil Nadu,Manufacturing,643,Skilled,eShram,2025-03-19
MOCK-UAN-3900-6123,38,Uttar Pradesh,Bihar,Agriculture,466,Semi-skilled,eShram,2026-04-20
MOCK-UAN-2805-2570,49,Odisha,Tamil Nadu,Construction,593,Skilled,Ayushman Bharat,2024-11-15
MOCK-UAN-9966-6855,34,Odisha,Odisha,Gig Worker,769,Skilled,PM-Kisan,2025-11-29
MOCK-UAN-1869-1954,24,Tamil Nadu,Tamil Nadu,Gig Worker,501,Unskilled,Ayushman Bharat,2025-04-19
MOCK-UAN-1300-2683,37,Maharashtra,Jharkhand,Construction,657,Skilled,Ayushman Bharat,2025-11-02
MOCK-UAN-9777-6459,26,Bihar,Bihar,Construction,375,Unskilled,PM-SYM,2026-02-03
MOCK-UAN-3753-1899,47,Karnataka,West Bengal,Manufacturing,460,Semi-skilled,PM-Kisan,2026-01-08
MOCK-UAN-4593-4522,59,Tamil Nadu,West Bengal,Gig Worker,576,Semi-skilled,PM-Kisan,2025-07-24
MOCK-UAN-2991-3455,64,West Bengal,West Bengal,Domestic Worker,594,Skilled,Ayushman Bharat,2025-03-23
MOCK-UAN-7386-4784,32,West Bengal,West Bengal,Manufacturing,448,Semi-skilled,None,2026-05-08
MOCK-UAN-8846-1808,48,Jharkhand,Jharkhand,Manufacturing,345,Unskilled,PM-Kisan,2026-01-24
MOCK-UAN-4073-9757,58,Bihar,Bihar,Domestic Worker,1017,Highly-skilled,Ayushman Bharat,2024-11-15
MOCK-UAN-4750-9417,51,Gujarat,Gujarat,Agriculture,529,Skilled,PM-Kisan,2026-05-29
MOCK-UAN-2879-4360,38,Uttar Pradesh,Karnataka,Agriculture,444,Semi-skilled,eShram,2026-03-01
MOCK-UAN-6600-4671,63,Maharashtra,Maharashtra,Manufacturing,840,Highly-skilled,PM-SYM,2026-05-13
MOCK-UAN-9620-3733,57,Odisha,Odisha,Manufacturing,979,Highly-skilled,PM-SYM,2025-07-02
MOCK-UAN-9763-7467,58,Maharashtra,Maharashtra,Manufacturing,870,Highly-skilled,Ayushman Bharat,2025-06-19
MOCK-UAN-6378-7040,40,Andhra Pradesh,Andhra Pradesh,Domestic Worker,377,Semi-skilled,Ayushman Bharat,2026-03-31
MOCK-UAN-4406-7488,26,West Bengal,Tamil Nadu,Agriculture,631,Skilled,Ayushman Bharat,2025-06-08
MOCK-UAN-3052-9708,14,Odisha,Jharkhand,Manufacturing,2500,Highly-skilled,eShram,2025-06-28
MOCK-UAN-9754-6460,32,Maharashtra,Maharashtra,Gig Worker,733,Skilled,None,2026-08-19
MOCK-UAN-7334-6681,19,Odisha,Jharkhand,Agriculture,910,Highly-skilled,eShram,2024-11-15
MOCK-UAN-1088-1808,20,Andhra Pradesh,Odisha,Construction,370,Unskilled,None,2025-06-21
MOCK-UAN-3848-8102,59,Andhra Pradesh,Jharkhand,Construction,570,Semi-skilled,PM-SYM,2025-02-04
MOCK-UAN-8310-3329,-1,Odisha,Odisha,Agriculture,556,Skilled,None,2025-06-02
MOCK-UAN-3645-3904,43,Odisha,Andhra Pradesh,Manufacturing,894,Highly-skilled,eShram,2026-03-27
MOCK-UAN-2433-9368,43,Maharashtra,Gujarat,Agriculture,577,Skilled,None,2024-09-27
MOCK-UAN-1573-9097,50,Andhra Pradesh,Bihar,Manufacturing,241,Unskilled,eShram,2026-05-13
MOCK-UAN-8976-1143,24,Bihar,Karnataka,Gig Worker,383,Unskilled,Ayushman Bharat,2026-02-10
MOCK-UAN-4822-2363,35,Tamil Nadu,Tamil Nadu,Gig Worker,605,Semi-skilled,PM-SYM,2025-04-22
MOCK-UAN-6307-4220,29,Jharkhand,Bihar,Gig Worker,1028,Highly-skilled,Ayushman Bharat,2026-05-28
MOCK-UAN-2286-1854,18,Bihar,Bihar,Gig Worker,732,Skilled,PM-SYM,2024-12-24
MOCK-UAN-9119-3298,32,Uttar Pradesh,Uttar Pradesh,Agriculture,907,Highly-skilled,None,2026-01-26
MOCK-UAN-6984-3683,43,West Bengal,West Bengal,Domestic Worker,326,Unskilled,PM-Kisan,2025-02-22
MOCK-UAN-7611-9380,23,Tamil Nadu,Maharashtra,Domestic Worker,409,Semi-skilled,PM-Kisan,2024-12-05
MOCK-UAN-9330-9979,20,Uttar Pradesh,Bihar,Domestic Worker,284,Unskilled,None,2024-09-18
MOCK-UAN-2911-7131,56,Bihar,Bihar,Manufacturing,909,Highly-skilled,PM-SYM,2025-12-20
MOCK-UAN-5441-4671,58,Uttar Pradesh,Uttar Pradesh,Domestic Worker,463,Semi-skilled,PM-SYM,2026-01-05
MOCK-UAN-4542-2888,36,Tamil Nadu,Gujarat,Manufacturing,616,Skilled,eShram,2025-05-10
MOCK-UAN-3530-9568,65,Tamil Nadu,Gujarat,Gig Worker,693,Skilled,eShram,2026-08-10
MOCK-UAN-5689-3238,62,Andhra Pradesh,Andhra Pradesh,Domestic Worker,281,Unskilled,Ayushman Bharat,2025-02-18
MOCK-UAN-6700-9717,63,Uttar Pradesh,Bihar,Gig Worker,1157,Highly-skilled,PM-Kisan,2024-10-23
